ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
ILMN_3868	1.48e-06	1.23e-06	17.44435	BCL2	BCL2, apoptosis regulator
ILMN_15466	1.49e-06	1.24e-06	17.43702	JPH2	junctophilin 2
ILMN_13177	1.51e-06	1.26e-06	17.41324	SASS6	SAS-6 centriolar assembly protein
ILMN_3037	1.52e-06	1.27e-06	17.39713	EIF1	eukaryotic translation initiation factor 1
ILMN_15964	1.54e-06	1.28e-06	17.38235	DLG2	discs large MAGUK scaffold protein 2
ILMN_5039	1.55e-06	1.29e-06	17.36506	GSPT1	G1 to S phase transition 1
ILMN_4971	1.56e-06	1.30e-06	17.35543	DCP2	decapping mRNA 2
ILMN_24709	1.62e-06	1.35e-06	17.30014	ELF1	E74 like ETS transcription factor 1
ILMN_20604	1.67e-06	1.39e-06	17.2452	COPB2	coatomer protein complex subunit beta 2
ILMN_2612	1.67e-06	1.39e-06	17.24513	HSPE1	heat shock protein family E (Hsp10) member 1
ILMN_9067	1.69e-06	1.41e-06	17.22316	CUL1	cullin 1
ILMN_9592	1.70e-06	1.42e-06	17.21881	ADSS	adenylosuccinate synthase
ILMN_138334	1.75e-06	1.46e-06	17.16667	GADD45B	growth arrest and DNA damage inducible beta
ILMN_11669	1.77e-06	1.48e-06	17.14892	ENSA	endosulfine alpha
ILMN_27198	1.79e-06	1.49e-06	17.13502	TRAPPC4	trafficking protein particle complex 4
ILMN_21168	1.80e-06	1.50e-06	17.12864	GCC1	GRIP and coiled-coil domain containing 1
ILMN_22029	1.83e-06	1.53e-06	17.09518	GNAI3	G protein subunit alpha i3
ILMN_25183	1.84e-06	1.53e-06	17.09048	SDF4	stromal cell derived factor 4
ILMN_21308	1.85e-06	1.55e-06	17.07659		
ILMN_5800	1.86e-06	1.56e-06	17.06771	PHGDH	phosphoglycerate dehydrogenase
ILMN_17027	1.94e-06	1.62e-06	17.0064	CCNE2	cyclin E2
ILMN_25155	1.95e-06	1.63e-06	16.99609	STUM	stum, mechanosensory transduction mediator homolog
ILMN_8238	1.96e-06	1.64e-06	16.98272	UXT	ubiquitously expressed prefoldin like chaperone
ILMN_27265	1.97e-06	1.65e-06	16.97751	CHURC1	churchill domain containing 1
ILMN_22358	1.97e-06	1.65e-06	16.97629	PPP2R2D	protein phosphatase 2 regulatory subunit Bdelta
ILMN_17824	1.97e-06	1.65e-06	16.97416	CXCL11	C-X-C motif chemokine ligand 11
ILMN_29649	2.02e-06	1.69e-06	16.93653	SRSF3	serine and arginine rich splicing factor 3
ILMN_410	2.04e-06	1.71e-06	16.91997	DCUN1D1	defective in cullin neddylation 1 domain containing 1
ILMN_26583	2.12e-06	1.77e-06	16.85919	SHFM1	split hand/foot malformation (ectrodactyly) type 1
ILMN_6685	2.14e-06	1.79e-06	16.84298	NCL	nucleolin
ILMN_11513	2.15e-06	1.80e-06	16.83614	SDPR	serum deprivation response
ILMN_24682	2.25e-06	1.88e-06	16.76319	UHRF1BP1L	UHRF1 binding protein 1 like
ILMN_15131	2.27e-06	1.90e-06	16.74782	HAUS2	HAUS augmin like complex subunit 2
ILMN_10863	2.30e-06	1.93e-06	16.72703	MSN	moesin
ILMN_14917	2.43e-06	2.03e-06	16.64423	ACBD3	acyl-CoA binding domain containing 3
ILMN_19935	2.45e-06	2.05e-06	16.62956	APLP2	amyloid beta precursor like protein 2
ILMN_22827	2.45e-06	2.05e-06	16.62776	TNFSF10	tumor necrosis factor superfamily member 10
ILMN_3406	2.46e-06	2.06e-06	16.61938	MMP23B	matrix metallopeptidase 23B
ILMN_3701	2.46e-06	2.06e-06	16.61937	SRP68	signal recognition particle 68
ILMN_5756	2.47e-06	2.07e-06	16.61415	PLEK	pleckstrin
ILMN_19423	2.50e-06	2.10e-06	16.59317	IL3RA	interleukin 3 receptor subunit alpha
ILMN_25922	2.55e-06	2.13e-06	16.56533	BANK1	B-cell scaffold protein with ankyrin repeats 1
ILMN_21257	2.57e-06	2.15e-06	16.55399	TRIB3	tribbles pseudokinase 3
ILMN_19672	2.59e-06	2.17e-06	16.54039	TAF7	TATA-box binding protein associated factor 7
ILMN_14819	2.59e-06	2.17e-06	16.53771	MYDGF	myeloid derived growth factor
ILMN_2262	2.61e-06	2.19e-06	16.5284	ZFAND3	zinc finger AN1-type containing 3
ILMN_24367	2.61e-06	2.19e-06	16.5267	CD82	CD82 molecule
ILMN_18980	2.62e-06	2.20e-06	16.51922	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1
ILMN_28277	2.66e-06	2.23e-06	16.49362		
ILMN_11575	2.76e-06	2.32e-06	16.43563	FXR1	FMR1 autosomal homolog 1
ILMN_7546	2.84e-06	2.38e-06	16.39228		
ILMN_26715	2.99e-06	2.51e-06	16.30958	RELB	RELB proto-oncogene, NF-kB subunit
ILMN_27332	3.06e-06	2.57e-06	16.27404	RAB5A	RAB5A, member RAS oncogene family
ILMN_23399	3.06e-06	2.57e-06	16.27299	TUBB	tubulin beta class I
ILMN_6000	3.08e-06	2.58e-06	16.26514	CD44	CD44 molecule (Indian blood group)
ILMN_29566	3.08e-06	2.59e-06	16.26278	FJX1	four jointed box 1
ILMN_13640	3.25e-06	2.73e-06	16.17629	DESI1	desumoylating isopeptidase 1
ILMN_29699	3.36e-06	2.82e-06	16.12829	CFAP126	cilia and flagella associated protein 126
ILMN_2600	3.37e-06	2.83e-06	16.11899	CREBBP	CREB binding protein
ILMN_23153	3.38e-06	2.84e-06	16.11464	SRXN1	sulfiredoxin 1
ILMN_2271	3.41e-06	2.87e-06	16.10233	RPL13	ribosomal protein L13
ILMN_20991	3.42e-06	2.87e-06	16.09819	PRIM1	primase (DNA) subunit 1
ILMN_6641	3.47e-06	2.92e-06	16.07489	IL6R	interleukin 6 receptor
ILMN_21184	3.50e-06	2.94e-06	16.06178	PURG	purine rich element binding protein G
ILMN_8861	3.54e-06	2.97e-06	16.04374	IARS	isoleucyl-tRNA synthetase
ILMN_22950	3.55e-06	2.99e-06	16.03761	MYLK2	myosin light chain kinase 2
ILMN_8616	3.59e-06	3.02e-06	16.01844	BTAF1	B-TFIID TATA-box binding protein associated factor 1
ILMN_3776	3.69e-06	3.11e-06	15.97606	FBXO6	F-box protein 6
ILMN_1944	3.77e-06	3.17e-06	15.94419	IFIT3	interferon induced protein with tetratricopeptide repeats 3
ILMN_5066	3.88e-06	3.26e-06	15.89864	CXCL10	C-X-C motif chemokine ligand 10
ILMN_19108	3.89e-06	3.27e-06	15.89605	C21orf91	chromosome 21 open reading frame 91
ILMN_12305	3.89e-06	3.28e-06	15.89288	ARID5A	AT-rich interaction domain 5A
ILMN_138635	3.90e-06	3.28e-06	15.89109	RPLP2	ribosomal protein lateral stalk subunit P2
ILMN_29902	4.09e-06	3.45e-06	15.81348	CREM	cAMP responsive element modulator
ILMN_26764	4.11e-06	3.46e-06	15.80756	FAN1	FANCD2/FANCI-associated nuclease 1
ILMN_27526	4.17e-06	3.51e-06	15.78517	RPS23	ribosomal protein S23
ILMN_1066	4.18e-06	3.52e-06	15.77989	CDC42EP3	CDC42 effector protein 3
ILMN_7436	4.32e-06	3.64e-06	15.7289	DYNLT1	dynein light chain Tctex-type 1
ILMN_26357	4.40e-06	3.70e-06	15.70206	PGAM1	phosphoglycerate mutase 1
ILMN_3012	4.40e-06	3.71e-06	15.69957	HLA-F	major histocompatibility complex, class I, F
ILMN_10607	4.42e-06	3.73e-06	15.69164	PGK1	phosphoglycerate kinase 1
ILMN_8032	4.51e-06	3.80e-06	15.66257	TSPAN5	tetraspanin 5
ILMN_10556	4.57e-06	3.86e-06	15.63955	SLC16A10	solute carrier family 16 member 10
ILMN_29662	4.59e-06	3.87e-06	15.63294	KLC1	kinesin light chain 1
ILMN_2780	4.71e-06	3.97e-06	15.59373	HM13	histocompatibility minor 13
ILMN_20728	4.82e-06	4.07e-06	15.55717	AGO3	argonaute 3, RISC catalytic component
ILMN_12494	4.84e-06	4.08e-06	15.55182	E2F3	E2F transcription factor 3
ILMN_11870	4.84e-06	4.08e-06	15.55114	RHCG	Rh family C glycoprotein
ILMN_7321	4.86e-06	4.10e-06	15.54459	TXNL1	thioredoxin like 1
ILMN_5002	4.90e-06	4.13e-06	15.53209	SMU1	DNA replication regulator and spliceosomal factor
ILMN_13795	4.92e-06	4.15e-06	15.52599	DENND2C	DENN domain containing 2C
ILMN_21751	4.93e-06	4.16e-06	15.52286	TRIM25	tripartite motif containing 25
ILMN_10718	4.94e-06	4.17e-06	15.51972	EIF4A1	eukaryotic translation initiation factor 4A1
ILMN_9594	5.05e-06	4.26e-06	15.48428	NSUN2	NOP2/Sun RNA methyltransferase family member 2
ILMN_28555	5.10e-06	4.31e-06	15.46927	CHST7	carbohydrate sulfotransferase 7
ILMN_777	5.20e-06	4.39e-06	15.4396	GPX2	glutathione peroxidase 2
ILMN_138988	5.24e-06	4.42e-06	15.42724	SLC25A37	solute carrier family 25 member 37
ILMN_3542	5.26e-06	4.44e-06	15.42027	LTB	lymphotoxin beta
ILMN_534	5.27e-06	4.45e-06	15.41669	MAPK13	mitogen-activated protein kinase 13
ILMN_19114	5.27e-06	4.46e-06	15.41544	DNER	delta/notch like EGF repeat containing
ILMN_26116	5.28e-06	4.46e-06	15.4138	ERN1	endoplasmic reticulum to nucleus signaling 1
ILMN_7511	5.32e-06	4.50e-06	15.40274	MMP14	matrix metallopeptidase 14
ILMN_4530	5.43e-06	4.59e-06	15.37011	NOP58	NOP58 ribonucleoprotein
ILMN_7158	5.56e-06	4.70e-06	15.33406	MED30	mediator complex subunit 30
ILMN_29042	5.58e-06	4.72e-06	15.32858	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase
ILMN_29273	5.91e-06	5.00e-06	15.23889	SOWAHC	sosondowah ankyrin repeat domain family member C
ILMN_26567	5.91e-06	5.00e-06	15.23829	PDCD10	programmed cell death 10
ILMN_23758	5.95e-06	5.04e-06	15.22802	DTX1	deltex E3 ubiquitin ligase 1
ILMN_14880	5.98e-06	5.06e-06	15.22139	NFIL3	nuclear factor, interleukin 3 regulated
ILMN_138993	6.16e-06	5.22e-06	15.17455	S1PR1	sphingosine-1-phosphate receptor 1
ILMN_18737	6.20e-06	5.25e-06	15.16526	IER5	immediate early response 5
ILMN_23476	6.21e-06	5.26e-06	15.16213	S100P	S100 calcium binding protein P
ILMN_20896	6.26e-06	5.30e-06	15.14879	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit
ILMN_16917	6.30e-06	5.33e-06	15.13991	NME2	NME/NM23 nucleoside diphosphate kinase 2
ILMN_28413	6.48e-06	5.49e-06	15.09626	GBP1	guanylate binding protein 1
ILMN_5337	6.48e-06	5.49e-06	15.09464	TNFRSF10B	TNF receptor superfamily member 10b
ILMN_9411	6.60e-06	5.59e-06	15.06837	IFI6	interferon alpha inducible protein 6
ILMN_7574	6.78e-06	5.74e-06	15.0265	NEMP1	nuclear envelope integral membrane protein 1
ILMN_8938	6.81e-06	5.77e-06	15.01912	MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast)
ILMN_22923	6.86e-06	5.81e-06	15.00843	TRIM26	tripartite motif containing 26
ILMN_138605	6.86e-06	5.82e-06	15.00763	LONRF1	LON peptidase N-terminal domain and ring finger 1
ILMN_8851	6.92e-06	5.87e-06	14.99334	MXD1	MAX dimerization protein 1
ILMN_14942	6.92e-06	5.87e-06	14.99275	ELK1	ELK1, ETS transcription factor
ILMN_29313	7.02e-06	5.95e-06	14.97254	TIMP3	TIMP metallopeptidase inhibitor 3
ILMN_5675	7.09e-06	6.02e-06	14.9552	C3AR1	complement component 3a receptor 1
ILMN_20913	7.16e-06	6.08e-06	14.94067		
ILMN_8839	7.25e-06	6.15e-06	14.9225	SOCS4	suppressor of cytokine signaling 4
ILMN_15421	7.25e-06	6.15e-06	14.92164	GNA15	G protein subunit alpha 15
ILMN_19846	7.34e-06	6.23e-06	14.90206		
ILMN_21079	7.38e-06	6.27e-06	14.89339	SMS	spermine synthase
ILMN_11792	7.43e-06	6.31e-06	14.88344	ACTR3	ARP3 actin related protein 3 homolog
ILMN_17495	7.52e-06	6.39e-06	14.86493	SAR1A	secretion associated Ras related GTPase 1A
ILMN_17621	7.57e-06	6.43e-06	14.85438	CEACAM8	carcinoembryonic antigen related cell adhesion molecule 8
ILMN_21954	7.59e-06	6.45e-06	14.85065	NUP98	nucleoporin 98
ILMN_4782	7.63e-06	6.49e-06	14.84166	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)
ILMN_15785	7.66e-06	6.51e-06	14.83601	R3HDM4	R3H domain containing 4
ILMN_16926	7.76e-06	6.59e-06	14.81651	FPR2	formyl peptide receptor 2
ILMN_25008	7.79e-06	6.62e-06	14.80943	MARCH3	membrane associated ring-CH-type finger 3
ILMN_22932	7.83e-06	6.66e-06	14.80199	TMEM123	transmembrane protein 123
ILMN_852	7.89e-06	6.71e-06	14.78947	SDE2	SDE2 telomere maintenance homolog
ILMN_8722	8.29e-06	7.05e-06	14.71431		
ILMN_19383	8.39e-06	7.14e-06	14.69586		
ILMN_28738	8.51e-06	7.24e-06	14.67458	RGL4	ral guanine nucleotide dissociation stimulator like 4
ILMN_13119	8.57e-06	7.30e-06	14.66289	ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein
ILMN_28948	8.63e-06	7.34e-06	14.65361	AEBP2	AE binding protein 2
ILMN_11322	8.95e-06	7.62e-06	14.59751	CDK9	cyclin dependent kinase 9
ILMN_28155	8.98e-06	7.64e-06	14.59248	XPA	XPA, DNA damage recognition and repair factor
ILMN_6959	8.98e-06	7.65e-06	14.59131	SRP54	signal recognition particle 54
ILMN_22101	9.25e-06	7.87e-06	14.54746	FBXO28	F-box protein 28
ILMN_22340	9.31e-06	7.93e-06	14.53699	GOLPH3	golgi phosphoprotein 3
ILMN_23394	9.31e-06	7.93e-06	14.53632	HPRT1	hypoxanthine phosphoribosyltransferase 1
ILMN_137766	9.65e-06	8.22e-06	14.48233	NOP10	NOP10 ribonucleoprotein
ILMN_25785	9.72e-06	8.28e-06	14.47118	TEX10	testis expressed 10
ILMN_26447	9.74e-06	8.30e-06	14.46766	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1
ILMN_1385	1.00e-05	8.56e-06	14.42102	RAB5C	RAB5C, member RAS oncogene family
ILMN_1881	1.01e-05	8.59e-06	14.41691	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase
ILMN_19743	1.01e-05	8.63e-06	14.41001	H3F3C	H3 histone, family 3C
ILMN_29133	1.03e-05	8.79e-06	14.38103	AK7	adenylate kinase 7
ILMN_20161	1.04e-05	8.91e-06	14.36151	FEM1C	fem-1 homolog C
ILMN_19012	1.06e-05	9.06e-06	14.33632	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4
ILMN_544	1.07e-05	9.10e-06	14.32962	GTF2B	general transcription factor IIB
ILMN_6730	1.08e-05	9.20e-06	14.31359	TNIP2	TNFAIP3 interacting protein 2
ILMN_8232	1.09e-05	9.32e-06	14.29351	CASP5	caspase 5
ILMN_5201	1.14e-05	9.76e-06	14.22474	RTP4	receptor transporter protein 4
ILMN_3204	1.22e-05	1.04e-05	14.13263	MCTP2	multiple C2 and transmembrane domain containing 2
ILMN_665	1.22e-05	1.04e-05	14.13209	WBP4	WW domain binding protein 4
ILMN_17058	1.27e-05	1.08e-05	14.07015	CARD19	caspase recruitment domain family member 19
ILMN_18147	1.29e-05	1.10e-05	14.04494	FNDC3B	fibronectin type III domain containing 3B
ILMN_4321	1.32e-05	1.13e-05	14.00956	CFLAR	CASP8 and FADD like apoptosis regulator
ILMN_5124	1.32e-05	1.13e-05	14.0079	GOLT1B	golgi transport 1B
ILMN_7307	1.33e-05	1.14e-05	13.99322		
ILMN_14315	1.37e-05	1.17e-05	13.95466	MAP2K3	mitogen-activated protein kinase kinase 3
ILMN_6637	1.39e-05	1.19e-05	13.93313	SS18	SS18, nBAF chromatin remodeling complex subunit
ILMN_22274	1.39e-05	1.19e-05	13.93305	ATP2C1	ATPase secretory pathway Ca2+ transporting 1
ILMN_29342	1.40e-05	1.20e-05	13.92109		
ILMN_24557	1.40e-05	1.20e-05	13.91668	TRAT1	T cell receptor associated transmembrane adaptor 1
ILMN_3685	1.42e-05	1.21e-05	13.90111	TAF13	TATA-box binding protein associated factor 13
ILMN_6746	1.42e-05	1.21e-05	13.89957	CCL18	C-C motif chemokine ligand 18
ILMN_29075	1.44e-05	1.23e-05	13.87512	TRPC5	transient receptor potential cation channel subfamily C member 5
ILMN_478	1.45e-05	1.24e-05	13.86187	ARID4B	AT-rich interaction domain 4B
ILMN_14545	1.48e-05	1.27e-05	13.83721	TMED7	transmembrane p24 trafficking protein 7
ILMN_7421	1.49e-05	1.27e-05	13.82745	GSK3B	glycogen synthase kinase 3 beta
ILMN_11177	1.52e-05	1.30e-05	13.79824	PRNP	prion protein
ILMN_14465	1.52e-05	1.30e-05	13.79315	EPB41L3	erythrocyte membrane protein band 4.1 like 3
ILMN_20900	1.53e-05	1.31e-05	13.78851	STEAP4	STEAP4 metalloreductase
ILMN_26444	1.54e-05	1.32e-05	13.7765	EDIL3	EGF like repeats and discoidin domains 3
ILMN_13785	1.56e-05	1.33e-05	13.75765	KDM6A	lysine demethylase 6A
ILMN_25763	1.57e-05	1.35e-05	13.74508	SLC6A6	solute carrier family 6 member 6
ILMN_19965	1.59e-05	1.36e-05	13.72784	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
ILMN_23550	1.60e-05	1.37e-05	13.71917	IRAK1	interleukin 1 receptor associated kinase 1
ILMN_12188	1.61e-05	1.38e-05	13.71193	BYSL	bystin like
ILMN_20508	1.64e-05	1.40e-05	13.6833	PNPLA1	patatin like phospholipase domain containing 1
ILMN_2749	1.65e-05	1.41e-05	13.6718	GBP4	guanylate binding protein 4
ILMN_1682	1.65e-05	1.42e-05	13.67001	M6PR	mannose-6-phosphate receptor, cation dependent
ILMN_17460	1.65e-05	1.42e-05	13.66961	PSAT1	phosphoserine aminotransferase 1
ILMN_4103	1.71e-05	1.47e-05	13.61938	ARL6IP1	ADP ribosylation factor like GTPase 6 interacting protein 1
ILMN_16920	1.73e-05	1.48e-05	13.60438	PVALB	parvalbumin
ILMN_13606	1.77e-05	1.52e-05	13.56266	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1
ILMN_28160	1.82e-05	1.56e-05	13.52673	ACTN1	actinin alpha 1
ILMN_29401	1.83e-05	1.57e-05	13.51513	CDH1	cadherin 1
ILMN_19983	1.88e-05	1.61e-05	13.4799	CD70	CD70 molecule
ILMN_14413	1.89e-05	1.62e-05	13.47067	GPAT3	glycerol-3-phosphate acyltransferase 3
ILMN_2507	1.91e-05	1.64e-05	13.45722	KBTBD2	kelch repeat and BTB domain containing 2
ILMN_11198	1.92e-05	1.65e-05	13.44701	MT2A	metallothionein 2A
ILMN_30279	1.93e-05	1.66e-05	13.43928	GOLGA7	golgin A7
ILMN_30091	1.95e-05	1.67e-05	13.42299	TSPAN9	tetraspanin 9
ILMN_7393	1.95e-05	1.68e-05	13.42105	EWSR1	EWS RNA binding protein 1
ILMN_3601	1.96e-05	1.69e-05	13.41164	SLC22A4	solute carrier family 22 member 4
ILMN_22316	1.97e-05	1.70e-05	13.4037	PNPT1	polyribonucleotide nucleotidyltransferase 1
ILMN_13073	1.99e-05	1.71e-05	13.39362	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3
ILMN_13440	2.01e-05	1.73e-05	13.37755	C2orf88	chromosome 2 open reading frame 88
ILMN_10134	2.01e-05	1.73e-05	13.37385		
ILMN_15648	2.02e-05	1.74e-05	13.36947	MYBPC3	myosin binding protein C, cardiac
ILMN_11290	2.04e-05	1.76e-05	13.35146	FCN1	ficolin 1
ILMN_28750	2.04e-05	1.76e-05	13.35099	CA2	carbonic anhydrase 2
ILMN_16992	2.05e-05	1.77e-05	13.34355	CYTH1	cytohesin 1
ILMN_28644	2.06e-05	1.77e-05	13.33856	FAM57A	family with sequence similarity 57 member A
ILMN_18726	2.08e-05	1.79e-05	13.32536	RBMS1	RNA binding motif single stranded interacting protein 1
ILMN_27932	2.16e-05	1.86e-05	13.2695	PIM2	Pim-2 proto-oncogene, serine/threonine kinase
ILMN_27133	2.19e-05	1.89e-05	13.24764	SAMD9L	sterile alpha motif domain containing 9 like
ILMN_28191	2.22e-05	1.91e-05	13.22826	TM2D3	TM2 domain containing 3
ILMN_8090	2.24e-05	1.93e-05	13.21661	TRA2A	transformer 2 alpha homolog
ILMN_3107	2.25e-05	1.94e-05	13.20751	LARP1B	La ribonucleoprotein domain family member 1B
ILMN_8339	2.29e-05	1.97e-05	13.18159	CCL1	C-C motif chemokine ligand 1
ILMN_18872	2.30e-05	1.98e-05	13.17655	TAPBP	TAP binding protein (tapasin)
ILMN_26379	2.30e-05	1.98e-05	13.17619	BAALC	brain and acute leukemia, cytoplasmic
ILMN_4368	2.33e-05	2.01e-05	13.15738	PRR16	proline rich 16
ILMN_2369	2.34e-05	2.01e-05	13.15275	PLA2G4A	phospholipase A2 group IVA
ILMN_17272	2.34e-05	2.02e-05	13.14746	AOC3	amine oxidase, copper containing 3
ILMN_483	2.37e-05	2.04e-05	13.13234	AK6	adenylate kinase 6
ILMN_25434	2.41e-05	2.08e-05	13.10627	ADORA2B	adenosine A2b receptor
ILMN_12514	2.41e-05	2.08e-05	13.10448	LAP3	leucine aminopeptidase 3
ILMN_26508	2.43e-05	2.10e-05	13.0909	FXYD6	FXYD domain containing ion transport regulator 6
ILMN_26638	2.44e-05	2.10e-05	13.08887	POLR1C	RNA polymerase I subunit C
ILMN_18725	2.46e-05	2.12e-05	13.07491		
ILMN_4979	2.47e-05	2.13e-05	13.0695	RAD21	RAD21 cohesin complex component
ILMN_4600	2.49e-05	2.15e-05	13.05554	GNB3	G protein subunit beta 3
ILMN_9197	2.56e-05	2.21e-05	13.01421	CMTM5	CKLF like MARVEL transmembrane domain containing 5
ILMN_10890	2.56e-05	2.21e-05	13.01421	PSME4	proteasome activator subunit 4
ILMN_138217	2.58e-05	2.22e-05	13.00719	UBR4	ubiquitin protein ligase E3 component n-recognin 4
ILMN_7616	2.59e-05	2.24e-05	12.99757	HNRNPD	heterogeneous nuclear ribonucleoprotein D
ILMN_20021	2.62e-05	2.26e-05	12.98092	GATA2	GATA binding protein 2
ILMN_27430	2.64e-05	2.28e-05	12.97302	PPP1R16A	protein phosphatase 1 regulatory subunit 16A
ILMN_16884	2.67e-05	2.31e-05	12.95334	GPR18	G protein-coupled receptor 18
ILMN_18092	2.76e-05	2.38e-05	12.90833	SCGB1C1	secretoglobin family 1C member 1
ILMN_18890	2.78e-05	2.40e-05	12.89448	APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1
ILMN_27808	2.89e-05	2.50e-05	12.8365	CYP11A1	cytochrome P450 family 11 subfamily A member 1
ILMN_13750	2.95e-05	2.55e-05	12.8105	STRAP	serine/threonine kinase receptor associated protein
ILMN_12040	2.95e-05	2.55e-05	12.81011	FNDC3A	fibronectin type III domain containing 3A
ILMN_12111	2.98e-05	2.58e-05	12.79338	CFH	complement factor H
ILMN_17679	3.07e-05	2.65e-05	12.75162	TM9SF3	transmembrane 9 superfamily member 3
ILMN_19891	3.16e-05	2.73e-05	12.70758	CYB5R2	cytochrome b5 reductase 2
ILMN_16062	3.18e-05	2.75e-05	12.6998	DENND1A	DENN domain containing 1A
ILMN_13521	3.28e-05	2.84e-05	12.65323	MAP1A	microtubule associated protein 1A
ILMN_25795	3.28e-05	2.84e-05	12.65181		
ILMN_14509	3.35e-05	2.90e-05	12.62327	SLC16A6	solute carrier family 16 member 6
ILMN_137891	3.36e-05	2.91e-05	12.61974	MSX1	msh homeobox 1
ILMN_17193	3.36e-05	2.91e-05	12.61634	PHF2	PHD finger protein 2
ILMN_4328	3.38e-05	2.92e-05	12.6109	ERRFI1	ERBB receptor feedback inhibitor 1
ILMN_1648	3.49e-05	3.02e-05	12.56242	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha
ILMN_13834	3.52e-05	3.05e-05	12.55016	PMEPA1	prostate transmembrane protein, androgen induced 1
ILMN_9432	3.58e-05	3.10e-05	12.52452	RALGDS	ral guanine nucleotide dissociation stimulator
ILMN_29236	3.66e-05	3.17e-05	12.49294	BAZ1A	bromodomain adjacent to zinc finger domain 1A
ILMN_8265	3.70e-05	3.21e-05	12.47737	SYNJ1	synaptojanin 1
ILMN_5797	3.87e-05	3.35e-05	12.41507	GFPT1	glutamine--fructose-6-phosphate transaminase 1
ILMN_27900	3.97e-05	3.44e-05	12.3782	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic
ILMN_29213	3.99e-05	3.46e-05	12.36742	FKBP1A	FK506 binding protein 1A
ILMN_5118	3.99e-05	3.46e-05	12.36714		
ILMN_25670	4.00e-05	3.47e-05	12.36498	CLASP2	cytoplasmic linker associated protein 2
ILMN_24501	4.01e-05	3.47e-05	12.36256	TRIM41	tripartite motif containing 41
ILMN_19279	4.03e-05	3.50e-05	12.35341	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
ILMN_17790	4.03e-05	3.50e-05	12.35306	DENND4A	DENN domain containing 4A
ILMN_28255	4.20e-05	3.65e-05	12.29314	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
ILMN_24457	4.29e-05	3.72e-05	12.26494	DBN1	drebrin 1
ILMN_6971	4.35e-05	3.77e-05	12.2437	LCP2	lymphocyte cytosolic protein 2
ILMN_29772	4.35e-05	3.78e-05	12.24274	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
ILMN_1705	4.45e-05	3.86e-05	12.21017	FBXO34	F-box protein 34
ILMN_12252	4.48e-05	3.89e-05	12.19968	ILF3	interleukin enhancer binding factor 3
ILMN_17159	4.68e-05	4.07e-05	12.13736	GP9	glycoprotein IX platelet
ILMN_139328	4.73e-05	4.11e-05	12.1233	CCDC93	coiled-coil domain containing 93
ILMN_8791	4.84e-05	4.21e-05	12.08874	EI24	EI24, autophagy associated transmembrane protein
ILMN_13426	5.11e-05	4.44e-05	12.01314	CLECL1	C-type lectin like 1
ILMN_26605	5.22e-05	4.54e-05	11.98081	ZNF24	zinc finger protein 24
ILMN_23312	5.26e-05	4.57e-05	11.97057	HESX1	HESX homeobox 1
ILMN_28495	5.28e-05	4.59e-05	11.96584		
ILMN_28822	5.28e-05	4.59e-05	11.96434	MANF	mesencephalic astrocyte derived neurotrophic factor
ILMN_10095	5.35e-05	4.65e-05	11.94756	LYN	LYN proto-oncogene, Src family tyrosine kinase
ILMN_1311	5.35e-05	4.65e-05	11.94577	AKIRIN2	akirin 2
ILMN_21181	5.43e-05	4.73e-05	11.92365	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
ILMN_24353	5.45e-05	4.74e-05	11.91855	ACTG1	actin gamma 1
ILMN_18348	5.46e-05	4.75e-05	11.91551	TMEM140	transmembrane protein 140
ILMN_17251	5.57e-05	4.85e-05	11.88781	TES	testin LIM domain protein
ILMN_10703	5.58e-05	4.85e-05	11.88625	AGFG1	ArfGAP with FG repeats 1
ILMN_29883	5.63e-05	4.90e-05	11.87363	SLC12A7	solute carrier family 12 member 7
ILMN_3087	5.72e-05	4.98e-05	11.84953	MARS	methionyl-tRNA synthetase
ILMN_138472	5.84e-05	5.09e-05	11.81966	GAR1	GAR1 ribonucleoprotein
ILMN_7221	5.91e-05	5.14e-05	11.80435	FBXW7	F-box and WD repeat domain containing 7
ILMN_29884	6.00e-05	5.22e-05	11.78262	ELF4	E74 like ETS transcription factor 4
